id_cliente,fecha_registro,año_registro,mes_registro,trimestre_registro,nombre_completo,nombre_limpio,apellido,email,email_valido,dominio_email,edad,rango_edad,genero,pais,ciudad,codigo_postal,profesion,segmento_cliente,estado_cliente,fecha_ultima_compra,dias_sin_compra,total_compras,monto_total_gastado,ticket_promedio,frecuencia_compras_mes,antiguedad_dias,churn_risk,lifetime_value,canal_adquisicion,ultima_campania,num_reclamaciones,puntuacion_satisfaccion,activo,fecha_baja,motivo_baja,sucursal_preferida,dispositivo_preferido,acepta_newsletter,verificado_identidad,limite_credito,riesgo_fraude
4008,2021-12-14,2021,12,4,miguel  garcia,Miguel,Garcia,correo_invalido_sin_arroba,False,,43,30-44,F,España,,CP_INVALIDO,Ingeniero,Básico,Bloqueado,2022-02-23,1554,-31,0,0,0,2277,Alto,0.0,Referido,,1,2,False,,,Norte,Web Móvil,False,,-339,
4009,2023-05-20,2023,5,2,sofia,Sofia,,sofia@outlook.es,True,outlook.es,111,60+,No especificado,Chile,,,Docente,Básico,,2023-11-15,924,49,2228.2664391216335,45.474825288196605,1.3327289211242068,1103,Alto,737.3683139432424,Email Marketing,,6,,1,,,Sur,,False,RECHAZADO,356,Medio
4010,2020-05-26,2020,5,2,JAVIER sanchez,Javier,Sanchez,javier@empresa.es,True,empresa.es,69,60+,Otro,México,Barcelona,123,Desempleado,Básico,,2021-07-17,1775,47,10077.709513604823,214.4193513532941,0.6432481751824818,2192,Alto,1678.0857538621171,Redes Sociales,,6,2,1,,,Sur,App Android,No,,796,Alto
4011,2020-04-13,2020,4,2,sanchez,Desconocido,Sanchez,cliente4011@hotmail.com,True,hotmail.com,veinticinco,,1,Chile,Barcelona,CP_INVALIDO,Estudiante,Inactivo,Baja Morosidad,2020-09-10,2085,34,7480.589123380151,220.01732715823974,0.4563758389261745,2235,Alto,1221.6622058316577,App,,0,N/A,1,2020-07-19,Competencia,,Web,False,PENDIENTE,292,Bajo
4012,2021-03-03,2021,3,1,laura rodriguez,Laura,Rodriguez,laura@yahoo.com,True,yahoo.com,21,18-29,1,España,,,Estudiante,,Baja Voluntaria,2021-05-28,1825,45,18191.630567212444,404.25845704916543,0.7064364207221351,1911,Alto,347459.1918907662,,,7,4,True,2021-11-25,Insatisfacción,Centro,Web,1,VERIFICADO,413,
4013,2023-11-09,2023,11,4,martinez,Desconocido,Martinez,cliente4013@outlook.es,True,outlook.es,44,30-44,,España,Barcelona,,Ingeniero,Corporativo,Inactivo,2024-11-13,560,30,2032.1795605310976,67.73931868436992,0.967741935483871,930,Alto,797.5758490256459,App,Verano2023,4,6,Si,,,Centro,App iOS,True,,935,Crítico
4014,fecha_invalida,2022,7,3,elena martinez,Elena,Martinez,correo_invalido_sin_arroba,False,,77,60+,,Chile,CDMX,,Docente,,Baja Morosidad,2024-01-27,851,6,1839.5556186730566,306.5926031121761,0.1285714285714286,1400,Alto,479.59842915404687,App,BlackFriday,1,N/A,True,2023-01-22,Precio alto,Online,App Android,True,RECHAZADO,627,
4015,2022-05-01,2022,5,2,LUIS rodriguez,Luis,Rodriguez,luisNone,False,,-80,Menor,No especificado,España,Barcelona,08001,Empresario,Premium,Baja Morosidad,2022-09-21,1344,7,179.52353565948397,25.646219379926283,0.14122394082044384,1487,Alto,44.065965377075756,Evento,BlackFriday,9,1,No,2022-07-15,,Sur,,1,PENDIENTE,1836,Medio
4016,2023-10-11,2023,10,4,martinez,Desconocido,Martinez,cliente4016@outlook.es,True,outlook.es,22,18-29,No especificado,España,Madrid,123,,Nuevo,Baja Morosidad,2025-05-12,380,-23,0,0,0,1487,Alto,0.0,Redes Sociales,,1,1,1,2024-01-14,No usa,,Tablet,1,RECHAZADO,759,Medio
4017,2023-04-27,2023,4,2,carlos rodriguez,Carlos,Rodriguez,carlos@empresa.es,True,empresa.es,56,45-59,F,Argentina,,CP_INVALIDO,Ingeniero,Premium,Bloqueado,2023-10-19,951,28,$5565.747007489381,,0.7460035523978685,1126,Alto,,,Verano2023,10,0,Si,,,Norte,App iOS,1,,1911,Alto
4018,2021-02-19,2021,2,1,PEDRO sanchez,Pedro,Sanchez,pedro@yahoo.com,True,yahoo.com,veinticinco,,,España,,CP_INVALIDO,Empresario,VIP,Inactivo,2021-07-11,1781,6,122.21088179429873,20.36848029904979,0.093603744149766,1923,Alto,23.196553226686966,App,,8,4,Si,,,Online,,0,PENDIENTE,10154,
4019,2020-11-12,2020,11,4,ana,Ana,,ana@gmail.com,True,gmail.com,31,30-44,F,Chile,,08001,Desempleado,VIP,Activo,2021-02-16,1926,1,178.41172598286633,178.41172598286633,0.014836795252225518,2022,Alto,32.20587536288141,Web,BlackFriday,5,1,False,,,Móvil,App Android,No,PENDIENTE,9875,
4020,2022-11-04,2022,11,4,laura,Laura,,correo_invalido_sin_arroba,False,,54,45-59,,España,Santiago,28001,,Inactivo,,2023-05-24,1099,45,18231.411046524263,405.14246770053916,1.0384615384615385,1300,Alto,5118.819255370274,Redes Sociales,Primavera2024,0,,0,,,Sur,Tablet,No,PENDIENTE,2,Bajo
4021,2023-03-06,2023,3,1,sofia martinez,Sofia,Martinez,sofia@gmail.com,True,gmail.com,77,60+,M,Chile,Buenos Aires,28001,,Inactivo,Bloqueado,2023-05-09,1114,14,1466.7225179067136,104.76589413619384,0.3565365025466893,1178,Alto,454.45986335819225,Email Marketing,Verano2023,8,3,Si,,,,App Android,0,RECHAZADO,836,Crítico
4022,2023-10-22,2023,10,4,maria,Maria,,mariaNone,False,,24,18-29,,Colombia,,08001,Empresario,,Baja Voluntaria,2023-11-03,936,44,6779.575146186571,154.08125332242207,1.3924050632911393,948,Alto,2610.2794602933527,Referido,,7,3,False,2024-05-11,Mal servicio,,,False,,69,
4023,fecha_invalida,2023,9,3,ana,Ana,,ana@outlook.es,True,outlook.es,42,30-44,1,México,,08001,Jubilado,VIP,Baja Morosidad,2023-11-26,913,20,3686.963110235606,184.3481555117803,0.6060606060606061,990,Alto,1359.3348840767637,Redes Sociales,Primavera2024,5,3,Inactivo,2024-07-04,Mal servicio,Online,Web Móvil,1,,12975,Alto
4024,2022-01-05,2022,1,1,JAVIER,Javier,,javier@gmail.com,True,gmail.com,26,18-29,,México,CDMX,28001,Docente,Básico,,2022-08-07,1389,-37,0,0,0,990,Alto,0.0,Redes Sociales,Verano2023,7,1,True,,,Online,,Sí,RECHAZADO,540,Crítico
4025,25/05/2022,2022,5,2,laura fernandez,Laura,Fernandez,laura@outlook.es,True,outlook.es,veinticinco,,1,Colombia,,08001,Estudiante,Nuevo,Bloqueado,,426,31,10825.445858980947,349.2079309348693,0.63568010936432,1463,Alto,2700.811851352048,,,1,5,1,,,Centro,App Android,1,VERIFICADO,179,Medio
4026,2021-01-08,2021,1,1,JAVIER,Javier,,correo_invalido_sin_arroba,False,,-15,Menor,F,,Buenos Aires,123,Médico,Corporativo,Bloqueado,2021-08-21,1740,24,-7310.901591594878,-304.62089964978657,0.366412213740458,1965,Alto,-1358.0046213395065,App,Verano2023,8,0,True,,,Centro,,No,RECHAZADO,637,Alto
4027,2022-10-08,2022,10,4,carlos fernandez,Carlos,Fernandez,carlosNone,False,,47,45-59,0,Chile,,28001,Docente,Corporativo,,2023-04-16,1137,28,9461.763693097784,337.92013189634946,0.6330067822155236,1327,Alto,2602.5197799402345,,Navidad2023,10,1,No,,,,Tablet,True,,5,Crítico
4028,2022-10-04,2022,10,4,Usuario Desconocido,Desconocido,,cliente4028@outlook.es,True,outlook.es,114,60+,No especificado,,Bogotá,08001,Médico,Premium,Bloqueado,2023-01-30,1213,27,3025.549676351636,112.05739542043096,0.608564988730278,1331,Alto,829.6961922376763,,Navidad2023,8,6,False,,,Norte,,False,VERIFICADO,1811,Medio
4029,2021-09-28,2021,9,3,JAVIER martinez,Javier,Martinez,javier@gmail.com,True,gmail.com,38,30-44,0,México,Barcelona,,Jubilado,Inactivo,Bloqueado,2021-12-13,1626,49,7412.159306030416,151.26855726592686,0.863689776733255,1702,Alto,158956.41284965345,,,9,3,0,,,,Web Móvil,1,VERIFICADO,448,
4030,2020-12-14,2020,12,4,carlos rodriguez,Carlos,Rodriguez,carlos@yahoo.com,True,yahoo.com,69,60+,M,Colombia,,CP_INVALIDO,Estudiante,Nuevo,Activo,2021-02-01,1941,26,$12182.305609992132,,0.39195979899497485,1990,Alto,,,,8,4,1,,,Centro,App iOS,0,,343,Bajo
4031,2023-10-20,2023,10,4,LUIS  garcia,Luis,Garcia,luisNone,False,,72,60+,M,Chile,,CP_INVALIDO,,Corporativo,Activo,2023-12-13,896,43,3086.218376174143,71.77252037614286,1.3578947368421053,950,Alto,1185.7575866353286,Referido,,6,0,Si,,,Centro,Tablet,True,,730,
4032,fecha_invalida,2022,2,1,JAVIER fernandez,Javier,Fernandez,correo_invalido_sin_arroba,False,,veinticinco,,F,México,Bogotá,CP_INVALIDO,Médico,,Bloqueado,2022-08-16,1380,-25,0,0,0,950,Alto,0.0,Email Marketing,Navidad2023,-5,6,Si,,,,App Android,True,,-743,Bajo
4033,2021-03-20,2021,3,1,LUIS,Luis,,luisNone,False,,29,18-29,F,México,,28001,Empresario,,Activo,2021-06-26,1796,39,2200.733349719795,56.429060249225515,0.617740232312566,1894,Alto,424.11175958169224,Evento,Primavera2024,5,3,1,,,,Tablet,True,,619,
4034,2020-11-22,2020,11,4,ana,Ana,,ana@empresa.es,True,empresa.es,34,30-44,1,México,,CP_INVALIDO,,,Baja Morosidad,2021-09-17,1713,32,13279.853174972557,414.9954117178924,0.4771371769383697,2012,Alto,2409.1184934716616,Referido,Navidad2023,0,N/A,True,2021-05-03,Mal servicio,Online,Web Móvil,True,VERIFICADO,64,Crítico
4035,2022-02-07,2022,2,1,carlos martinez,Carlos,Martinez,,False,,73,60+,Otro,Argentina,Barcelona,123,Médico,Básico,Baja Morosidad,2022-06-10,1447,33,1079.678460635125,32.717529110155304,0.6305732484076433,1570,Alto,251.00804976549088,Email Marketing,,7,6,0,2022-04-08,Mal servicio,Online,Tablet,False,RECHAZADO,39,Medio
4036,2022-07-24,2022,7,3,miguel  LOPEZ,Miguel,Lopez,miguel@empresa.es,True,empresa.es,33,30-44,0,,Madrid,123,Jubilado,Nuevo,,2022-07-27,1400,35,11527.84944926362,329.3671271218177,0.7483962936564506,1403,Alto,2999.04850248127,,Verano2023,2,4,Inactivo,,,Móvil,Tablet,No,,445,
4037,2023-10-31,2023,10,4,laura rodriguez,Laura,Rodriguez,laura@empresa.es,True,empresa.es,-26,Menor,0,Chile,,123,Empresario,Corporativo,,2024-08-02,663,12,3656.336233823763,304.69468615198025,0.38338658146964855,939,Alto,1421.259558408598,Referido,,10,5,1,,,Sur,App Android,0,,546,Bajo
4038,2021-02-14,2021,2,1,maria  garcia,Maria,Garcia,correo_invalido_sin_arroba,False,,27,18-29,,Argentina,Buenos Aires,,,Nuevo,,2022-03-20,1529,11,2518.5810802846595,228.9619163895145,0.17116182572614108,1928,Alto,476.8060655103219,Redes Sociales,,2,0,Inactivo,,,Online,Web Móvil,0,VERIFICADO,998,Bajo
4039,2021-04-29,2021,4,2,martinez,Desconocido,Martinez,cliente4039@yahoo.com,True,yahoo.com,veinticinco,,No especificado,,Santiago,28001,Jubilado,VIP,Inactivo,2021-09-03,1727,13,1000.6653204362765,76.97425541817512,0.21035598705501618,1854,Alto,197.00261162850103,Email Marketing,Navidad2023,10,,1,,,Norte,App iOS,False,RECHAZADO,10882,Crítico
4040,2020-09-24,2020,9,3,,Desconocido,,cliente4040@gmail.com,True,gmail.com,42,30-44,No especificado,Argentina,Bogotá,CP_INVALIDO,Ingeniero,Corporativo,Activo,2020-12-20,1984,-3,0,0,0,1854,Alto,0.0,,,1,3,Si,,,Norte,App iOS,False,,698,
4041,fecha_invalida,2021,1,1,sofia fernandez,Sofia,Fernandez,sofia@empresa.es,True,empresa.es,25,18-29,No especificado,,Buenos Aires,,,Básico,Baja Morosidad,2021-12-26,1613,35,1691.2581510493812,48.32166145855375,0.5392912172573189,1947,Alto,317.0566128058676,Redes Sociales,Primavera2024,7,4,Si,2021-08-11,No usa,Norte,Web Móvil,Sí,VERIFICADO,738,Medio
4042,2022-10-18,2022,10,4,laura martinez,Laura,Martinez,laura@empresa.es,True,empresa.es,62,60+,,,Madrid,123,Ingeniero,VIP,Baja Voluntaria,2023-05-03,1120,21,2026.1125968357458,96.4815522302736,0.4783599088838269,1317,Alto,561.5270294951004,Evento,Navidad2023,7,2,False,2022-11-21,Precio alto,Online,,False,RECHAZADO,16533,Medio
4043,2022-07-25,2022,7,3,elena fernandez,Elena,Fernandez,elena@yahoo.com,True,yahoo.com,70,60+,,Colombia,Bogotá,08001,Ingeniero,VIP,Bloqueado,2023-10-09,961,3,$81.92866591366588,,0.06419400855920114,1402,Alto,,,Primavera2024,9,N/A,False,,,Centro,Web,True,,10495,Alto
4044,2020-03-29,2020,3,1,maria  LOPEZ,Maria,Lopez,correo_invalido_sin_arroba,False,,78,60+,0,,,123,Empresario,,,2021-06-02,1820,17,4829.126816569237,284.0662833276022,0.22666666666666668,2250,Alto,783.3916835767873,Email Marketing,Navidad2023,10,1,No,,,Sur,App Android,True,PENDIENTE,285,Crítico
4045,2021-12-25,2021,12,4,PEDRO sanchez,Pedro,Sanchez,pedro@hotmail.com,True,hotmail.com,32,30-44,0,España,,123,Jubilado,Corporativo,Baja Voluntaria,2022-01-09,1599,28,10481.473745350086,374.33834804821737,0.5204460966542751,1614,Alto,2370.3456735147342,Redes Sociales,BlackFriday,1,3,Activo,2022-10-03,Precio alto,Móvil,,True,,775,Bajo
4046,2023-02-01,2023,2,1,elena fernandez,Elena,Fernandez,elena@hotmail.com,True,hotmail.com,veinticinco,,M,Colombia,,08001,Empresario,Corporativo,,2023-06-01,1091,44,13364.078731605598,303.7290620819454,1.0900082576383154,1211,Alto,402798.40933410753,Web,Navidad2023,7,N/A,1,,,Norte,Web,True,PENDIENTE,265,Alto
4047,2021-04-26,2021,4,2,sofia rodriguez,Sofia,Rodriguez,sofia@yahoo.com,True,yahoo.com,139,60+,F,España,Madrid,,Empresario,VIP,Baja Morosidad,2022-03-01,1548,43,6280.5653893874,146.05966021831162,0.6946688206785138,1857,Alto,1234.4676182694673,Email Marketing,Verano2023,9,6,False,2021-07-10,Precio alto,Móvil,,True,PENDIENTE,18741,Crítico
4048,2022-02-11,2022,2,1,LUIS  garcia,Luis,Garcia,luis@gmail.com,True,gmail.com,-88,Menor,0,España,,28001,Estudiante,,Baja Voluntaria,,515,-3,0,0,0,1857,Alto,0.0,,,9,0,1,2022-12-18,Insatisfacción,,Web,0,,59,
4049,2020-04-20,2020,4,2,LUIS,Luis,,luis@outlook.es,True,outlook.es,48,45-59,0,México,Buenos Aires,,Ingeniero,Premium,Baja Voluntaria,2021-06-21,1801,35,16626.34490508616,475.03842585960456,0.4712746858168761,2228,Alto,2723.7952829247974,Email Marketing,Verano2023,6,N/A,True,2020-11-25,No usa,Online,Web Móvil,1,,4800,Bajo
4050,fecha_invalida,2020,12,4,carlos,Carlos,,correo_invalido_sin_arroba,False,,32,30-44,No especificado,Argentina,,28001,Empresario,,Activo,2021-03-14,1900,39,6000.176625521512,153.8506827056798,0.5915065722952477,1978,Alto,1107.2115613323315,Email Marketing,Primavera2024,2,,1,,,Móvil,Web Móvil,1,RECHAZADO,715,Bajo
4051,2021-08-07,2021,8,3,laura rodriguez,Laura,Rodriguez,laura@outlook.es,True,outlook.es,57,45-59,M,España,Madrid,,Médico,Premium,Activo,2021-08-21,1740,39,10774.118507950529,276.2594489218084,0.6670467502850627,1754,Alto,2242.0486062724876,Email Marketing,,6,1,False,,,,Web Móvil,0,VERIFICADO,4742,
4052,2021-06-11,2021,6,2,miguel sanchez,Miguel,Sanchez,miguel@outlook.es,True,outlook.es,19,18-29,,Chile,Bogotá,CP_INVALIDO,,Corporativo,Bloqueado,2021-10-26,1674,23,9550.030442719246,415.2187149008368,0.38100496963003866,1811,Alto,1924.7714586375068,Referido,BlackFriday,1,N/A,False,,,Centro,,True,,233,Bajo
4053,2021-09-24,2021,9,3,JAVIER fernandez,Javier,Fernandez,javier@hotmail.com,True,hotmail.com,veinticinco,,1,España,CDMX,123,Empresario,Nuevo,Baja Voluntaria,2021-12-09,1630,15,5750.432761237556,383.36218408250375,0.2637749120750293,1706,Alto,1230.309471190919,,,-9,4,No,2022-02-05,,,Web Móvil,False,VERIFICADO,129,Crítico
4054,2023-01-02,2023,1,1,maria martinez,Maria,Martinez,maria@yahoo.com,True,yahoo.com,50,45-59,M,Chile,,,Jubilado,,Bloqueado,2023-05-14,1109,25,2720.1556121992967,108.80622448797186,0.604351329572925,1241,Alto,800.0457682939108,Web,,3,1,False,,,Sur,Web,0,VERIFICADO,807,
4055,2022-09-08,2022,9,3,ana  rodriguez,Ana,Rodriguez,ana@outlook.es,True,outlook.es,53,45-59,M,Chile,Bogotá,123,Médico,Corporativo,,2022-10-24,1311,34,13094.258269129334,385.1252432096863,0.7516580692704495,1357,Alto,3522.0370436493786,App,Navidad2023,9,6,1,,,,Tablet,0,PENDIENTE,959,Bajo
4056,2023-06-15,2023,6,2,JAVIER fernandez,Javier,Fernandez,correo_invalido_sin_arroba,False,,62,60+,,,Santiago,,Médico,Premium,Bloqueado,2024-06-28,698,-23,$0,0,0,1357,Alto,,,Primavera2024,4,N/A,1,,,Sur,App iOS,0,,-3520,
4057,2022-03-12,2022,3,1,LOPEZ,Desconocido,Lopez,cliente4057@empresa.es,True,empresa.es,72,60+,Otro,Argentina,,08001,Desempleado,Inactivo,Activo,2023-06-08,1084,42,5265.939340834862,125.37950811511577,0.8197787898503578,1537,Alto,1250.5321141214865,Redes Sociales,Primavera2024,5,5,0,,,Online,App iOS,False,,663,Alto
4058,2021-11-14,2021,11,4,PEDRO sanchez,Pedro,Sanchez,pedro@hotmail.com,True,hotmail.com,30,30-44,Otro,México,Santiago,,Ingeniero,,,2022-03-09,1540,44,21980.187351626242,499.54971253696004,0.797583081570997,1655,Alto,4847.5941893314675,Referido,Navidad2023,5,1,0,,,Norte,App iOS,0,,39,Alto
4059,fecha_invalida,2023,3,1,sofia rodriguez,Sofia,Rodriguez,sofia@yahoo.com,True,yahoo.com,-42,Menor,,España,,,,Corporativo,Baja Voluntaria,2023-05-16,1107,21,6724.887006607246,320.23271460034505,0.5403087478559178,1166,Alto,2105.1318674199356,Referido,Verano2023,4,4,Si,2023-09-22,Mal servicio,,Tablet,1,VERIFICADO,638,
4060,2020-02-14,2020,2,1,JAVIER,Javier,,javier@empresa.es,True,empresa.es,veinticinco,,Otro,Colombia,Buenos Aires,,,,Inactivo,2020-05-18,2200,37,9696.146676949846,262.0580182959418,0.4838709677419355,2294,Alto,1542.7609141615928,Referido,Navidad2023,6,5,No,,,Online,Tablet,0,RECHAZADO,291,Alto
4061,2021-04-19,2021,4,2,carlos rodriguez,Carlos,Rodriguez,carlos@outlook.es,True,outlook.es,74,60+,0,México,CDMX,08001,Docente,Premium,Activo,2021-07-03,1789,7,2157.7120798599312,308.244582837133,0.11266094420600858,1864,Alto,422.5133632772934,Web,,4,2,True,,,Móvil,,0,PENDIENTE,2029,
4062,2022-04-10,2022,4,2,laura  LOPEZ,Laura,Lopez,correo_invalido_sin_arroba,False,,71,60+,F,Chile,Barcelona,123,,Nuevo,Activo,2022-09-03,1362,39,3997.0819748636427,102.48928140676007,0.7758620689655172,1508,Alto,967.4634753482956,App,,4,,True,,,Sur,Tablet,True,PENDIENTE,941,Medio
4063,2022-01-19,2022,1,1,miguel  garcia,Miguel,Garcia,miguel@gmail.com,True,gmail.com,68,60+,F,,Barcelona,CP_INVALIDO,,VIP,Bloqueado,2022-02-13,1564,30,6462.519865104302,215.41732883681007,0.5663939584644431,1589,Alto,148446.80621542293,Referido,BlackFriday,10,4,Activo,,,Sur,Web,0,,15065,Bajo
4064,2022-12-09,2022,12,4,laura  garcia,Laura,Garcia,laura@outlook.es,True,outlook.es,24,18-29,Otro,España,,28001,,VIP,,2023-03-06,1178,-32,0,0,0,1589,Alto,0.0,Evento,BlackFriday,6,1,0,,,Centro,App iOS,Sí,VERIFICADO,9533,Alto
4065,2021-01-13,2021,1,1,miguel  garcia,Miguel,Garcia,,False,,70,60+,F,Chile,,08001,Ingeniero,Básico,Baja Voluntaria,2021-01-15,1958,37,12509.673398247638,338.09928103371993,0.5663265306122449,1960,Alto,2329.6075461022388,Referido,BlackFriday,2,3,True,2021-04-25,Precio alto,Sur,Tablet,0,RECHAZADO,837,Bajo
4066,2023-06-26,2023,6,2,sofia  LOPEZ,Sofia,Lopez,sofia@empresa.es,True,empresa.es,128,60+,Otro,Colombia,Barcelona,28001,,Corporativo,Activo,2023-10-03,967,11,1309.1263626448088,119.01148751316443,0.3095684803001876,1066,Alto,448.24683148720004,Web,Navidad2023,4,1,Si,,,Sur,App Android,True,RECHAZADO,663,Alto
4067,2022-09-03,2022,9,3,maria sanchez,Maria,Sanchez,maria@outlook.es,True,outlook.es,veinticinco,,M,Colombia,Barcelona,CP_INVALIDO,,VIP,Bloqueado,2023-10-19,951,42,11709.473367691455,278.79698494503464,0.9251101321585903,1362,Alto,3138.001306319663,,Primavera2024,8,N/A,No,,,,Web Móvil,0,VERIFICADO,13382,
4068,fecha_invalida,2022,7,3,miguel sanchez,Miguel,Sanchez,correo_invalido_sin_arroba,False,,76,60+,0,,Bogotá,,Docente,,,2022-09-20,1345,38,5792.134074171111,152.42458089923977,0.812544547398432,1403,Alto,1506.8631055398826,,Verano2023,0,4,No,,,Norte,App Android,No,VERIFICADO,589,Crítico
4069,2021-02-04,2021,2,1,carlos  LOPEZ,Carlos,Lopez,carlosNone,False,,38,30-44,0,Colombia,CDMX,,Estudiante,Inactivo,Baja Voluntaria,2021-04-07,1876,9,$1132.5368917360254,,0.1393188854489164,1938,Alto,,App,Navidad2023,9,4,Activo,2021-05-06,Competencia,Sur,,0,,603,
4070,2020-05-01,2020,5,2,sofia rodriguez,Sofia,Rodriguez,sofia@yahoo.com,True,yahoo.com,-34,Menor,,Colombia,Santiago,28001,,Inactivo,Baja Morosidad,2021-12-09,1630,26,-5596.0398905119755,-215.23230348122982,0.35182679296346414,2217,Alto,-921.3146414239382,App,Navidad2023,1,N/A,Inactivo,2020-07-11,,Online,Web,True,,476,Alto
4071,2022-01-28,2022,1,1,rodriguez,Desconocido,Rodriguez,cliente4071@hotmail.com,True,hotmail.com,35,30-44,F,Colombia,Barcelona,123,Jubilado,Corporativo,Activo,,589,36,10523.512936107467,292.319803780763,0.6835443037974683,1580,Alto,2431.0646972653326,Web,,5,,Activo,,,Móvil,,1,,472,Bajo
4072,2022-02-08,2022,2,1,JAVIER,Javier,,javier@outlook.es,True,outlook.es,46,45-59,0,Argentina,CDMX,,Empresario,Inactivo,Activo,2022-02-23,1554,-46,0,0,0,1580,Alto,0.0,,Primavera2024,10,3,0,,,,,True,VERIFICADO,796,Alto
4073,2023-06-27,2023,6,2,sofia sanchez,Sofia,Sanchez,sofia@empresa.es,True,empresa.es,68,60+,,Argentina,Bogotá,28001,Médico,Inactivo,Baja Voluntaria,2023-06-29,1063,40,11478.44607688759,286.96115192218974,1.1267605633802817,1065,Alto,3933.9275286985644,Email Marketing,Primavera2024,2,5,False,2023-10-31,Mal servicio,Móvil,App iOS,1,,519,Bajo
4074,2021-12-09,2021,12,4,LUIS martinez,Luis,Martinez,correo_invalido_sin_arroba,False,,veinticinco,,M,España,,08001,Jubilado,Inactivo,Inactivo,2022-01-07,1601,42,12221.636374074531,290.99134223986977,0.7730061349693251,1630,Alto,2736.7467954215977,Redes Sociales,Navidad2023,-8,2,Si,,,Online,,False,VERIFICADO,443,
4075,22/08/2020,2020,8,3,miguel  garcia,Miguel,Garcia,miguel@yahoo.com,True,yahoo.com,54,45-59,0,,CDMX,28001,Ingeniero,VIP,Baja Morosidad,2021-04-29,1854,19,8971.374099153163,472.177584165956,0.27091254752851707,2104,Alto,1556.345791915829,Evento,Verano2023,9,,True,2020-09-26,Precio alto,,,False,RECHAZADO,15954,
4076,2020-11-11,2020,11,4,ana,Ana,,ana@outlook.es,True,outlook.es,25,18-29,F,Argentina,CDMX,,,Básico,Baja Voluntaria,2021-04-08,1875,18,7904.337605949794,439.1298669972108,0.2669303015323777,2023,Alto,1426.1409916815,Referido,Navidad2023,3,6,No,2021-06-08,Competencia,Sur,App Android,True,,54,Medio
4077,fecha_invalida,2021,12,4,JAVIER fernandez,Javier,Fernandez,javier@outlook.es,True,outlook.es,42,30-44,F,,Santiago,08001,Jubilado,Corporativo,Bloqueado,2022-06-21,1436,27,11566.078190182674,428.373266303062,0.4948075748320097,1637,Alto,2578.8751004377987,App,,4,0,False,,,Online,App iOS,False,PENDIENTE,2,
4078,2023-08-08,2023,8,3,carlos martinez,Carlos,Martinez,carlos@hotmail.com,True,hotmail.com,37,30-44,Otro,Colombia,,123,Ingeniero,Corporativo,Inactivo,2023-10-13,957,4,834.0889675301548,208.5222418825387,0.11730205278592376,1023,Alto,297.59772546286075,Referido,Navidad2023,7,3,Si,,,,,False,RECHAZADO,552,
4079,2020-09-12,2020,9,3,sofia fernandez,Sofia,Fernandez,sofia@yahoo.com,True,yahoo.com,52,45-59,0,España,CDMX,28001,Empresario,Corporativo,,2020-10-25,2040,0,0,0,0,1023,Alto,0.0,App,Primavera2024,10,0,1,,,,Tablet,1,PENDIENTE,578,
4080,2023-04-22,2023,4,2,ana   LOPEZ,Ana,Lopez,correo_invalido_sin_arroba,False,,54,45-59,,,Barcelona,123,Ingeniero,Corporativo,Activo,2023-06-23,1069,-14,0,0,0,1023,Alto,0.0,Referido,Primavera2024,0,5,1,,,,Web Móvil,True,PENDIENTE,-514,Crítico
4081,2020-01-06,2020,1,1,elena rodriguez,Elena,Rodriguez,elena@yahoo.com,True,yahoo.com,veinticinco,,1,Chile,Santiago,123,Médico,Inactivo,Activo,2020-03-06,2273,29,12088.06687141473,416.82989211774935,0.37291041577368195,2333,Alto,1891.189201914435,Email Marketing,,10,3,No,,,Online,Web Móvil,False,RECHAZADO,509,Medio
4082,2023-11-23,2023,11,4,laura,Laura,,laura@yahoo.com,True,yahoo.com,48,45-59,Otro,México,Bogotá,,Docente,Nuevo,Baja Voluntaria,2024-05-08,749,42,$18118.859073113526,,1.3755458515283843,916,Alto,,Web,,7,2,True,2024-10-20,,,Tablet,0,,429,Crítico
4083,2020-06-23,2020,6,2,LUIS sanchez,Luis,Sanchez,luisNone,False,,24,18-29,M,Colombia,Buenos Aires,28001,,VIP,,2020-08-25,2101,14,2361.938310556784,168.70987932548456,0.19408502772643255,2164,Alto,398.3860828804187,App,,6,0,Si,,,Móvil,,True,VERIFICADO,7264,Alto
4084,2022-04-29,2022,4,2,miguel sanchez,Miguel,Sanchez,miguel@outlook.es,True,outlook.es,68,60+,M,España,Buenos Aires,CP_INVALIDO,Empresario,Premium,,2023-02-19,1193,29,4120.8488601705785,142.09823655760616,0.5842847548690396,1489,Alto,1010.1476386583352,App,,1,6,True,,,Móvil,Tablet,Sí,PENDIENTE,4968,Medio
4085,2021-09-19,2021,9,3,PEDRO sanchez,Pedro,Sanchez,pedro@yahoo.com,True,yahoo.com,142,60+,1,Chile,,28001,Empresario,Corporativo,Baja Voluntaria,2022-06-11,1446,17,3465.1530937215966,203.8325349247998,0.2980713033313852,1711,Alto,739.2056570475644,Web,,0,N/A,No,2022-03-15,No usa,Online,Web,True,,386,Medio
4086,fecha_invalida,2023,9,3,carlos martinez,Carlos,Martinez,correo_invalido_sin_arroba,False,,75,60+,1,Argentina,,28001,Jubilado,,Bloqueado,2025-03-25,428,46,14718.924447298332,319.97661841952896,1.4096016343207356,979,Alto,5487.648031934516,Redes Sociales,,2,4,Activo,,,Norte,Tablet,False,VERIFICADO,580,Medio
